Latitude: 42.7257  Longitude: -84.4777,,,,,,,,,,,,,
X & Y on Lambert Conformal Conic: 1205230.14 136370.46,,,,,,,,,,,,,
Tile: 11928,,,,,,,,,,,,,
Elevation: 260 meters,,,,,,,,,,,,,
All years; all variables; Daymet Software Version 4.0,,,,,,,,,,,,,
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S. Kao; and B.E. Wilson. 2020. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4. ORNL DAAC; Oak Ridge; Tennessee; USA.  https://doi.org/10.3334/ORNLDAAC/1840 ,,,,,,,,,,,,,
,,,,,,,,,,,,,
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa),mean_temp,gdd_tf,gdd,temp_diff,spring_precip
2016,276,40974.04,0,296.98,0,20,9.57,1192.69,14.785,TRUE,1538.355,10.43,203.65
2016,277,40797.57,0,268.03,0,19.14,10.14,1239.02,14.64,TRUE,1542.995,9,203.65
2016,278,40621.5,0,340.61,0,23.1,9.66,1199.55,16.38,TRUE,1549.375,13.44,203.65
2016,279,40445.85,10.77,243.55,0,26.33,13.28,1525.03,19.805,TRUE,1559.18,13.05,203.65
2016,280,40270.65,4.23,239.9,0,25.77,13.04,1501.33,19.405,TRUE,1568.585,12.73,203.65
2016,281,40095.94,0,336.45,0,27.03,12.41,1439.89,19.72,TRUE,1578.305,14.62,203.65
2016,282,39921.75,0,267.52,0,14.52,5.44,898.79,9.98,FALSE,1578.305,9.08,203.65
2016,283,39748.12,0,331.05,0,15.41,2.48,729.95,8.945,FALSE,1578.305,12.93,203.65
2016,284,39575.08,0,351.45,0,17.93,2.31,721.15,10.12,TRUE,1578.425,15.62,203.65
2016,285,39402.66,0,350.88,0,21.47,4.62,848.87,13.045,TRUE,1581.47,16.85,203.65
2016,286,39230.91,12.81,232.45,0,22.96,9.4,1178.77,16.18,TRUE,1587.65,13.56,203.65
2016,287,39059.85,0,228.94,0,13.67,5.52,904.34,9.595,FALSE,1587.65,8.15,203.65
2016,288,38889.54,0,340.79,0,16.78,0.87,650.63,8.825,FALSE,1587.65,15.91,203.65
2016,289,38720,6.5,260.83,0,21.35,2.9,752.16,12.125,TRUE,1589.775,18.45,203.65
2016,290,38551.27,18.21,187.39,0,19.34,9.33,1173.39,14.335,TRUE,1594.11,10.01,203.65
2016,291,38383.41,0,210.77,0,25.09,16.34,1857.69,20.715,TRUE,1604.825,8.75,203.65
2016,292,38216.44,0,231.05,0,24.87,15.05,1709.92,19.96,TRUE,1614.785,9.82,203.65
2016,293,38050.42,1.59,287.53,0,20.58,7.77,1055.48,14.175,TRUE,1618.96,12.81,203.65
2016,294,37885.38,2.36,117.4,0,13.56,7.94,1068.18,10.75,TRUE,1619.71,5.62,203.65
2016,295,37721.37,0,161.11,0,10.7,5.09,877.35,7.895,FALSE,1619.71,5.61,203.65
2016,296,37558.44,0,260.39,0,12.48,2.32,721.94,7.4,FALSE,1619.71,10.16,203.65
2016,297,37396.64,0,312.14,0,19.56,3.64,792.86,11.6,TRUE,1621.31,15.92,203.65
2016,298,37236,0,231.92,0,12.73,3.62,791.59,8.175,FALSE,1621.31,9.11,203.65
2016,299,37076.58,0,282.82,0,11.6,-0.74,578.55,5.43,FALSE,1621.31,12.34,203.65
2016,300,36918.43,17.49,115.95,0,5.33,-0.15,604.11,2.59,FALSE,1621.31,5.48,203.65
2016,301,36761.6,0.97,146.67,0,7.08,1.86,698.35,4.47,FALSE,1621.31,5.22,203.65
2016,302,36606.14,0,303.24,0,16.03,-0.04,609.06,7.995,FALSE,1621.31,16.07,203.65
2016,303,36452.1,3.86,212.01,0,20.53,5.57,907.2,13.05,TRUE,1624.36,14.96,203.65
2016,304,36299.55,0,106.22,0,10.69,6.57,972.53,8.63,FALSE,1624.36,4.12,203.65
2016,305,36148.52,0,259.07,0,12.3,-0.06,607.97,6.12,FALSE,1624.36,12.36,203.65
2016,306,35999.08,0,296.73,0,24.62,3.85,804.63,14.235,TRUE,1628.595,20.77,203.65
2016,307,35851.29,25.48,101.9,0,17.68,11.65,1369.36,14.665,TRUE,1633.26,6.03,203.65
2016,308,35705.2,0,123.35,0,14.1,8.87,1137.1,11.485,TRUE,1634.745,5.23,203.65
2016,309,35560.87,0,225.97,0,13.47,2.81,747.49,8.14,FALSE,1634.745,10.66,203.65
2016,310,35418.36,0,272.14,0,19.39,3,757.71,11.195,TRUE,1635.94,16.39,203.65
2016,311,35277.72,0,276.59,0,20,2.03,707.01,11.015,TRUE,1636.955,17.97,203.65
2016,312,35139.03,0,264.72,0,19.48,2.91,752.54,11.195,TRUE,1638.15,16.57,203.65
2016,313,35002.34,0,212.69,0,15.36,4.5,841.99,9.93,FALSE,1638.15,10.86,203.65
2016,314,34867.71,0,166.73,0,12.92,5.14,880.59,9.03,FALSE,1638.15,7.78,203.65
2016,315,34735.21,0,241.95,0,17.38,3.55,787.53,10.465,TRUE,1638.615,13.83,203.65
2016,316,34604.9,0,156.59,0,10.43,3.3,773.65,6.865,FALSE,1638.615,7.13,203.65
2016,317,34476.84,0,241.1,0,9.68,-3.71,464.39,2.985,FALSE,1638.615,13.39,203.65
2016,318,34351.1,0,252.66,0,14.11,-1.68,540.13,6.215,FALSE,1638.615,15.79,203.65
2016,319,34227.74,0,224.21,0,15,2.53,732.63,8.765,FALSE,1638.615,12.47,203.65
2016,320,34106.82,0,235.1,0,15.54,1.44,677.89,8.49,FALSE,1638.615,14.1,203.65
2016,321,33988.41,0,209.69,0,13.1,1.58,684.54,7.34,FALSE,1638.615,11.52,203.65
2016,322,33872.58,0,243.19,0,17.74,0.97,655.35,9.355,FALSE,1638.615,16.77,203.65
2016,323,33759.38,10.21,172.97,0,21.95,5.94,930.77,13.945,TRUE,1642.56,16.01,203.65
2016,324,33648.89,0.53,79.69,0,5.34,1.58,684.44,3.46,FALSE,1642.56,3.76,203.65
2016,325,33541.17,0,48.13,0,0.2,-1.76,536.94,-0.78,FALSE,1642.56,1.96,203.65
2016,326,33436.27,0,139.54,0,2.82,-4.04,452.78,-0.61,FALSE,1642.56,6.86,203.65
2016,327,33334.27,0,197.09,0,3.86,-6.86,365.51,-1.5,FALSE,1642.56,10.72,203.65
2016,328,33235.23,12.8,137.88,0,3.96,-5.86,394.66,-0.95,FALSE,1642.56,9.82,203.65
2016,329,33139.21,1.29,125.12,0,6.04,-0.12,605.26,2.96,FALSE,1642.56,6.16,203.65
2016,330,33046.26,1.22,49.28,0,4.74,2.62,737.45,3.68,FALSE,1642.56,2.12,203.65
2016,331,32956.46,0,85.97,0,4.68,0.58,636.72,2.63,FALSE,1642.56,4.1,203.65
2016,332,32869.85,0,157.53,0,6.69,-1.36,552.97,2.665,FALSE,1642.56,8.05,203.65
2016,333,32786.5,13.94,129.04,0,10.06,0.91,652.48,5.485,FALSE,1642.56,9.15,203.65
2016,334,32706.47,3.61,126.94,0,14.39,4.89,865.44,9.64,FALSE,1642.56,9.5,203.65
2016,335,32629.8,0,153.29,0,10.72,2.65,738.74,6.685,FALSE,1642.56,8.07,203.65
2016,336,32556.55,0.69,83.62,0,5.13,1.3,671.04,3.215,FALSE,1642.56,3.83,203.65
2016,337,32486.78,0,52.98,0,3.42,1.18,665.2,2.3,FALSE,1642.56,2.24,203.65
2016,338,32420.53,0,54.19,0,2.74,0.45,630.91,1.595,FALSE,1642.56,2.29,203.65
2016,339,32357.85,7.58,50.47,0,2.7,-0.21,601.49,1.245,FALSE,1642.56,2.91,203.65
2016,340,32298.79,0,123.79,0,4.32,-1.25,557.42,1.535,FALSE,1642.56,5.57,203.65
2016,341,32243.39,0,176.02,0,4.84,-3.71,464.33,0.565,FALSE,1642.56,8.55,203.65
2016,342,32191.69,0,113.98,0,3.24,-1.55,545.24,0.845,FALSE,1642.56,4.79,203.65
2016,343,32143.73,0.88,53.35,0,-1.86,-3.82,460.55,-2.84,FALSE,1642.56,1.96,203.65
2016,344,32099.55,0,94.38,0,-1.06,-4.77,428.63,-2.915,FALSE,1642.56,3.71,203.65
2016,345,32059.19,2.66,73.63,2.66,-3.63,-6.96,362.6,-5.295,FALSE,1642.56,3.33,203.65
2016,346,32022.66,13.46,126.75,16.13,-0.3,-6.49,376.09,-3.395,FALSE,1642.56,6.19,203.65
2016,347,31990.01,0.62,167.02,16.1,0.04,-5.94,392.14,-2.95,FALSE,1642.56,5.98,203.65
2016,348,31961.25,0.45,193.46,16.55,-3.14,-10.21,281.1,-6.675,FALSE,1642.56,7.07,203.65
2016,349,31936.41,1.23,210.68,17.78,-4.93,-12.93,225.97,-8.93,FALSE,1642.56,8,203.65
2016,350,31915.52,0,228.33,17.78,-7.14,-16.4,169.73,-11.77,FALSE,1642.56,9.26,203.65
2016,351,31898.57,8.38,168.6,26.15,-7.34,-16.09,174.17,-11.715,FALSE,1642.56,8.75,203.65
2016,352,31885.6,0.74,221.89,26.9,-3.89,-12.3,237.8,-8.095,FALSE,1642.56,8.41,203.65
2016,353,31876.61,0,188.7,26.9,-6.21,-12.32,237.42,-9.265,FALSE,1642.56,6.11,203.65
2016,354,31871.6,0,175.44,26.9,-8.79,-14.31,201.94,-11.55,FALSE,1642.56,5.52,203.65
2016,355,31870.59,0,253.81,26.9,-0.41,-14.06,206.08,-7.235,FALSE,1642.56,13.65,203.65
2016,356,31873.56,0,233,26.9,1.01,-8.89,311.98,-3.94,FALSE,1642.56,9.9,203.65
2016,357,31880.53,0,213.94,26.28,3.72,-4.53,436.64,-0.405,FALSE,1642.56,8.25,203.65
2016,358,31891.48,2.92,132.24,25.32,2.2,-3.72,463.95,-0.76,FALSE,1642.56,5.92,203.65
2016,359,31906.4,0,143.67,23.61,2.64,-1.93,530.15,0.355,FALSE,1642.56,4.57,203.65
2016,360,31925.29,3.01,108.85,20.97,5.01,0.29,623.9,2.65,FALSE,1642.56,4.72,203.65
2016,361,31948.12,2.66,178.61,18.23,12.64,0.51,633.85,6.575,FALSE,1642.56,12.13,203.65
2016,362,31974.89,0,69.8,16.78,-0.49,-2.53,506.9,-1.51,FALSE,1642.56,2.04,203.65
2016,363,32005.56,0,206.74,15.91,3.65,-3.95,456,-0.15,FALSE,1642.56,7.6,203.65
2016,364,32040.12,0,194.77,14.74,3.58,-3.21,481.92,0.185,FALSE,1642.56,6.79,203.65
2016,365,32078.54,0,153.22,13.75,1.15,-3.63,467.08,-1.24,FALSE,1642.56,4.78,203.65
2017,1,32120.98,0,245.47,22.5,5.35,-5.66,400.66,-0.155,FALSE,0,11.01,216.52
2017,2,32167.03,14.29,185.45,22.13,6.18,-5.12,417.58,0.53,FALSE,0,11.3,216.52
2017,3,32216.85,0.56,170.44,20.58,3.15,-2.32,515.21,0.415,FALSE,0,5.47,216.52
2017,4,32270.39,0.36,157.31,20.95,-3.52,-8.31,326.45,-5.915,FALSE,0,4.79,216.52
2017,5,32327.61,0,88.74,20.95,-9.39,-11.86,246.38,-10.625,FALSE,0,2.47,216.52
2017,6,32388.47,0,184.3,20.95,-9.78,-15.45,183.78,-12.615,FALSE,0,5.67,216.52
2017,7,32452.92,1.07,200.62,22.02,-9.65,-15.99,175.66,-12.82,FALSE,0,6.34,216.52
2017,8,32520.92,0,211.29,22.02,-8.13,-14.94,191.62,-11.535,FALSE,0,6.81,216.52
2017,9,32592.42,7.71,194.41,29.72,-1.56,-12.13,241.04,-6.845,FALSE,0,10.57,216.52
2017,10,32667.37,6.39,204.56,36.11,8.28,-6.06,388.45,1.11,FALSE,0,14.34,216.52
2017,11,32745.72,16,196.45,34.72,8.68,-2.69,501.04,2.995,FALSE,0,11.37,216.52
2017,12,32827.4,2.2,121.51,33.69,1.13,-3.55,469.78,-1.21,FALSE,0,4.68,216.52
2017,13,32912.37,0,127.21,33.69,-5.02,-8.48,322.27,-6.75,FALSE,0,3.46,216.52
2017,14,33000.57,0,221.51,33.69,-1.02,-7.95,335.84,-4.485,FALSE,0,6.93,216.52
2017,15,33091.94,0,275.94,33.69,1.6,-9.87,288.78,-4.135,FALSE,0,11.47,216.52
2017,16,33186.42,17.49,203.53,51.19,1.56,-8.45,322.88,-3.445,FALSE,0,10.01,216.52
2017,17,33283.95,4.55,184.71,50.27,4.21,-3.82,460.46,0.195,FALSE,0,8.03,216.52
2017,18,33384.46,0,108.03,47.45,3.54,0.72,643.35,2.13,FALSE,0,2.82,216.52
2017,19,33487.9,1.46,188.54,44.88,5.43,0.12,616.18,2.775,FALSE,0,5.31,216.52
2017,20,33594.21,2.65,135.64,42.3,5.13,0.14,617.16,2.635,FALSE,0,4.99,216.52
2017,21,33703.31,0,283.81,39.09,13.51,1.63,687.01,7.57,FALSE,0,11.88,216.52
2017,22,33815.15,0.44,193.01,35.3,8.45,3.03,759.22,5.74,FALSE,0,5.42,216.52
2017,23,33929.66,7.69,67.6,31.64,4.97,2.72,742.57,3.845,FALSE,0,2.25,216.52
2017,24,34046.78,1.02,59,28.17,3.57,2.26,718.72,2.915,FALSE,0,1.31,216.52
2017,25,34166.44,2.81,108.25,25.16,4.85,1.16,664.16,3.005,FALSE,0,3.69,216.52
2017,26,34288.58,2.32,82.1,22.64,2.68,-0.01,610.38,1.335,FALSE,0,2.69,216.52
2017,27,34413.13,0.51,83.58,20.99,-0.11,-2.05,525.36,-1.08,FALSE,0,1.94,216.52
2017,28,34540.03,0.85,74.29,19.85,-1.64,-3.29,479.08,-2.465,FALSE,0,1.65,216.52
2017,29,34669.21,1.19,156.5,21.04,-2.28,-6.04,389.03,-4.16,FALSE,0,3.76,216.52
2017,30,34800.61,4.47,187.95,25.51,-3.67,-10.31,279.02,-6.99,FALSE,0,6.64,216.52
2017,31,34934.18,2.47,200,27.98,-0.1,-7.29,353.47,-3.695,FALSE,0,7.19,216.52
2017,32,35069.84,0,265.4,27.53,2.06,-4.92,423.91,-1.43,FALSE,0,6.98,216.52
2017,33,35207.53,0,247.69,27.53,-4.65,-10.67,271.05,-7.66,FALSE,0,6.02,216.52
2017,34,35347.19,0,276.22,27.53,-5.53,-12.58,232.47,-9.055,FALSE,0,7.05,216.52
2017,35,35488.76,0,336.24,27.53,-1.36,-12.91,226.31,-7.135,FALSE,0,11.55,216.52
2017,36,35632.18,0,339.67,27.53,1.69,-10.35,277.98,-4.33,FALSE,0,12.04,216.52
2017,37,35777.39,0,353.26,27.53,6.47,-8.84,313.21,-1.185,FALSE,0,15.31,216.52
2017,38,35924.33,15.42,245.43,26.26,7.85,-3,489.66,2.425,FALSE,0,10.85,216.52
2017,39,36072.95,0,246.69,26.11,0.46,-5.63,401.58,-2.585,FALSE,0,6.09,216.52
2017,40,36223.18,0,165.11,26.11,-6.25,-9.79,290.62,-8.02,FALSE,0,3.54,216.52
2017,41,36374.97,0,361.3,26.11,2.2,-10.35,278,-4.075,FALSE,0,12.55,216.52
2017,42,36528.27,4.37,254.05,25.05,6.79,-3.47,472.68,1.66,FALSE,0,10.26,216.52
2017,43,36683.01,1.67,227.66,22.63,5.04,-0.24,600.02,2.4,FALSE,0,5.28,216.52
2017,44,36839.16,0,328.74,21.4,6.1,-3.08,486.56,1.51,FALSE,0,9.18,216.52
2017,45,36996.65,1.21,340.85,19.76,7.76,-2.08,524.17,2.84,FALSE,0,9.84,216.52
2017,46,37155.44,0,119.26,18.64,-0.97,-3.34,477.37,-2.155,FALSE,0,2.37,216.52
2017,47,37315.46,0,241.63,18.21,0.17,-4.96,422.45,-2.395,FALSE,0,5.13,216.52
2017,48,37476.69,0,388.71,17.34,11.16,-3.94,456.25,3.61,FALSE,0,15.1,216.52
2017,49,37639.06,0,388.37,14.44,18.25,0.92,652.56,9.585,FALSE,0,17.33,216.52
2017,50,37802.53,0,386.78,11.53,16.54,0.93,653.33,8.735,FALSE,0,15.61,216.52
2017,51,37967.05,0,390.35,9.19,14.77,-0.43,591.67,7.17,FALSE,0,15.2,216.52
2017,52,38132.58,0.85,379.72,5.68,16.03,2.36,723.77,9.195,FALSE,0,13.67,216.52
2017,53,38299.08,0,370.61,1.55,16.67,3.82,802.72,10.245,TRUE,0.245,12.85,216.52
2017,54,38466.5,5.1,189.71,0,14.16,6.55,970.67,10.355,TRUE,0.6,7.61,216.52
2017,55,38634.79,15.4,246.97,0,14.61,2.64,738.57,8.625,FALSE,0.6,11.97,216.52
2017,56,38803.92,0,199.63,0,2.89,-2.52,507.56,0.185,FALSE,0.6,5.41,216.52
2017,57,38973.85,0,339.33,0,5.58,-6.2,384.46,-0.31,FALSE,0.6,11.78,216.52
2017,58,39144.54,1.4,365.22,0,10.76,-4.23,446.65,3.265,FALSE,0.6,14.99,216.52
2017,59,39315.95,23.34,250.67,0,13.18,0.93,653.09,7.055,FALSE,0.6,12.25,216.52
2017,60,39488.03,2.09,238.99,0,11.98,0.94,653.82,6.46,FALSE,0.6,11.04,216.52
2017,61,39660.77,0,177.23,0,-0.61,-5.5,405.4,-3.055,FALSE,0.6,4.89,216.52
2017,62,39834.11,0,231.05,0,-2.01,-8.5,321.71,-5.255,FALSE,0.6,6.49,216.52
2017,63,40008.02,0,344.4,0,0.8,-10.67,271.16,-4.935,FALSE,0.6,11.47,216.52
2017,64,40182.47,0,392.15,0,8.66,-7.74,341.42,0.46,FALSE,0.6,16.4,216.52
2017,65,40357.42,1.29,366.73,0,14.35,0.33,625.54,7.34,FALSE,0.6,14.02,216.52
2017,66,40532.85,0,308.17,0,14.28,4.22,825.9,9.25,FALSE,0.6,10.06,216.52
2017,67,40708.71,0,187.6,0,8.58,3.43,781.05,6.005,FALSE,0.6,5.15,216.52
2017,68,40884.99,0,239.06,0,4.89,-1.59,543.47,1.65,FALSE,0.6,6.48,216.52
2017,69,41061.63,0,242.59,0,-1.7,-8.1,331.91,-4.9,FALSE,0.6,6.4,216.52
2017,70,41238.62,0,324.4,0,-1.8,-11.14,261.02,-6.47,FALSE,0.6,9.34,216.52
2017,71,41415.93,0.98,389.33,0.98,-0.86,-11.23,259.32,-6.045,FALSE,0.6,10.37,216.52
2017,72,41593.51,2.62,191.51,3.6,-3.55,-9.35,301.02,-6.45,FALSE,0.6,5.8,216.52
2017,73,41771.36,0,263.61,3.6,-5.16,-11.11,261.83,-8.135,FALSE,0.6,5.95,216.52
2017,74,41949.42,0,416.57,3.6,-0.16,-11.26,258.69,-5.71,FALSE,0.6,11.1,216.52
2017,75,42127.69,0,469.25,3.6,4.39,-10.26,280.09,-2.935,FALSE,0.6,14.65,216.52
2017,76,42306.12,5.39,308.12,8.99,2.61,-8.34,325.84,-2.865,FALSE,0.6,10.95,216.52
2017,77,42484.69,1.14,314.24,8.15,3.54,-3.99,454.52,-0.225,FALSE,0.6,7.53,216.52
2017,78,42663.37,1.84,319.96,5.47,8,0.37,627.25,4.185,FALSE,0.6,7.63,216.52
2017,79,42842.14,0,439.36,3.05,11.98,-0.24,599.93,5.87,FALSE,0.6,12.22,216.52
2017,80,43020.96,0,470.93,1.51,11.63,-2.33,514.71,4.65,FALSE,0.6,13.96,216.52
2017,81,43199.8,0,409.36,1.51,1.96,-7.88,337.73,-2.96,FALSE,0.6,9.84,216.52
2017,82,43378.65,4.63,374.06,6.14,8.22,-6.8,367.1,0.71,FALSE,0.6,15.02,216.52
2017,83,43557.47,16.45,397.97,4.58,23.43,-2.28,516.7,10.575,TRUE,1.175,25.71,216.52
2017,84,43736.24,10.63,132.23,0.84,6.64,2.9,752.27,4.77,FALSE,1.175,3.74,216.52
2017,85,43914.92,2.31,259.39,0,12.51,3.27,772.15,7.89,FALSE,1.175,9.24,216.52
2017,86,44093.49,0,318.76,0,13.31,5,871.7,9.155,FALSE,1.175,8.31,216.52
2017,87,44271.92,0,288.83,0,10.28,3.19,767.96,6.735,FALSE,1.175,7.09,216.52
2017,88,44450.19,6.08,335.81,0,12.2,-1.84,533.83,5.18,FALSE,1.175,14.04,216.52
2017,89,44628.25,22.63,152.14,0,4.32,-0.16,603.59,2.08,FALSE,1.175,4.48,216.52
2017,90,44806.1,1.16,108.38,0,3.82,1.71,690.97,2.765,FALSE,1.175,2.11,216.52
2017,91,44983.69,0,460.46,0,13.96,-0.4,593.25,6.78,FALSE,1.175,14.36,216.52
2017,92,45160.99,0,474.22,0,15.82,-0.27,598.67,7.775,FALSE,1.175,16.09,216.52
2017,93,45337.98,19.51,269.83,0,12.43,3.39,778.65,7.91,FALSE,1.175,9.04,216.52
2017,94,45514.63,3.66,177.25,0,11.38,6.14,943.54,8.76,FALSE,1.175,5.24,216.52
2017,95,45690.9,21.42,195.75,0,7.01,1.46,678.66,4.235,FALSE,1.175,5.55,216.52
2017,96,45866.77,18.64,100.95,0,3.06,0.5,633.46,1.78,FALSE,1.175,2.56,216.52
2017,97,46042.19,0,437.08,0,11.53,0.33,625.64,5.93,FALSE,1.175,11.2,216.52
2017,98,46217.15,0,509.45,0,16.5,-2.05,525.54,7.225,FALSE,1.175,18.55,216.52
2017,99,46391.6,0,505.44,0,23.74,3.23,769.7,13.485,TRUE,4.66,20.51,216.52
2017,100,46565.51,4.18,311.56,0,23.98,11.83,1386.14,17.905,TRUE,12.565,12.15,216.52
2017,101,46738.86,0,226.32,0,12.33,7.3,1021.97,9.815,FALSE,12.565,5.03,216.52
2017,102,46911.59,0,363.32,0,14,5.17,882.12,9.585,FALSE,12.565,8.83,216.52
2017,103,47083.68,0.76,202.46,0,9.87,5.49,902.11,7.68,FALSE,12.565,4.38,216.52
2017,104,47255.08,2.83,349.63,0,18.45,4.78,858.8,11.615,TRUE,14.18,13.67,216.52
2017,105,47425.77,0,509.27,0,27.69,6.88,993.28,17.285,TRUE,21.465,20.81,216.52
2017,106,47595.7,0,388.28,0,20.67,10.5,1269.02,15.585,TRUE,27.05,10.17,216.52
2017,107,47764.84,0,480.98,0,19.31,4.47,840.25,11.89,TRUE,28.94,14.84,216.52
2017,108,47933.14,0,506.19,0,20.77,3.21,769,11.99,TRUE,30.93,17.56,216.52
2017,109,48100.55,7.47,364.49,0,22.49,6.45,964.46,14.47,TRUE,35.4,16.04,216.52
2017,110,48267.05,23.23,295.11,0,19.32,8.86,1136.81,14.09,TRUE,39.49,10.46,216.52
2017,111,48432.59,0,168.06,0,10.26,6.6,973.99,8.43,FALSE,39.49,3.66,216.52
2017,112,48597.11,0,472.36,0,15.48,2.2,715.7,8.84,FALSE,39.49,13.28,216.52
2017,113,48760.58,0,532.67,0,20.21,1.11,661.72,10.66,TRUE,40.15,19.1,216.52
2017,114,48922.96,0,525.71,0,21.85,2.92,753.45,12.385,TRUE,42.535,18.93,216.52
2017,115,49084.18,0,490.06,0,22.81,7.05,1004.54,14.93,TRUE,47.465,15.76,216.52
2017,116,49244.22,0,464.02,0,27.46,12.34,1433.69,19.9,TRUE,57.365,15.12,216.52
2017,117,49403,0,339.49,0,20.84,12,1401.57,16.42,TRUE,63.785,8.84,216.52
2017,118,49560.5,0,419.3,0,17.88,6.63,975.96,12.255,TRUE,66.04,11.25,216.52
2017,119,49716.65,7.76,223.6,0,13.3,6.17,945.82,9.735,FALSE,66.04,7.13,216.52
2017,120,49871.4,20.5,243.31,0,12.23,4.34,832.51,8.285,FALSE,66.04,7.89,216.52
2017,121,50024.7,7.32,341.9,0,18.98,5.94,930.61,12.46,TRUE,68.5,13.04,216.52
2017,122,50176.49,2.17,154.05,0,8.95,4.41,836.97,6.68,FALSE,68.5,4.54,216.52
2017,123,50326.73,0,491.11,0,15.34,1.16,664.12,8.25,FALSE,68.5,14.18,216.52
2017,124,50475.35,10.81,208.29,0,10.2,3.82,802.86,7.01,FALSE,68.5,6.38,216.52
2017,125,50622.29,0,354.97,0,13.34,4.7,853.9,9.02,FALSE,68.5,8.64,216.52
2017,126,50767.51,0,446.33,0,15.61,3.38,777.94,9.495,FALSE,68.5,12.23,216.52
2017,127,50910.93,0,422.28,0,12.13,1.15,663.82,6.64,FALSE,68.5,10.98,216.52
2017,128,51052.51,0,522.97,0,14.45,-1.8,535.1,6.325,FALSE,68.5,16.25,216.52
2017,129,51192.17,0,553.2,0,18.22,-1.6,543.29,8.31,FALSE,68.5,19.82,216.52
2017,130,51329.87,4.64,396.36,0,20.83,3.04,759.56,11.935,TRUE,70.435,17.79,216.52
2017,131,51465.53,0,409.84,0,18.66,7.56,1040.42,13.11,TRUE,73.545,11.1,216.52
2017,132,51599.1,0,499.52,0,20.2,4.44,838.22,12.32,TRUE,75.865,15.76,216.52
2017,133,51730.51,0,494.32,0,22.79,6.6,974.49,14.695,TRUE,80.56,16.19,216.52
2017,134,51859.69,0,426.19,0,21.12,8.76,1128.69,14.94,TRUE,85.5,12.36,216.52
2017,135,51986.6,1.99,522.66,0,23.68,5.44,898.82,14.56,TRUE,90.06,18.24,216.52
2017,136,52111.15,0,527.52,0,30.34,9.35,1175.2,19.845,TRUE,99.905,20.99,216.52
2017,137,52233.3,0,442.22,0,29.92,15.27,1734.44,22.595,TRUE,112.5,14.65,216.52
2017,138,52352.96,0,418.62,0,28.91,15.73,1786.47,22.32,TRUE,124.82,13.18,216.52
2017,139,52470.09,2.08,201.27,0,12.49,5.93,930.01,9.21,FALSE,124.82,6.56,216.52
2017,140,52584.6,18.08,318.01,0,17.96,6.25,951.27,12.105,TRUE,126.925,11.71,216.52
2017,141,52696.45,3.81,333.95,0,23.14,9.71,1203.82,16.425,TRUE,133.35,13.43,216.52
2017,142,52805.56,0.88,392.9,0,20.42,9.5,1186.71,14.96,TRUE,138.31,10.92,216.52
2017,143,52911.87,0.47,327.79,0,19.89,11.37,1344.27,15.63,TRUE,143.94,8.52,216.52
2017,144,53015.32,13.44,253.5,0,20.24,11.6,1364.86,15.92,TRUE,149.86,8.64,216.52
2017,145,53115.84,0,202.12,0,17.57,12.84,1481.37,15.205,TRUE,155.065,4.73,216.52
2017,146,53213.37,0,360.11,0,20.98,11.99,1400.59,16.485,TRUE,161.55,8.99,216.52
2017,147,53307.86,0,440.16,0,24.2,11.97,1399.12,18.085,TRUE,169.635,12.23,216.52
2017,148,53399.23,0,468.06,0,26.95,12.9,1486.71,19.925,TRUE,179.56,14.05,216.52
2017,149,53487.44,0,457.91,0,25.5,12.05,1406.5,18.775,TRUE,188.335,13.45,216.52
2017,150,53572.42,0,422.4,0,22.02,10.48,1267.77,16.25,TRUE,194.585,11.54,216.52
2017,151,53654.11,0,439.29,0,20.64,8.63,1118.96,14.635,TRUE,199.22,12.01,216.52
2017,152,53732.46,0,494.69,0,23.75,8.29,1093.44,16.02,TRUE,205.24,15.46,216.52
2017,153,53807.42,0,536.96,0,27.39,7.68,1047.4,17.535,TRUE,212.775,19.71,216.52
2017,154,53878.92,2.91,384.89,0,28.61,10.27,1250.1,19.44,TRUE,222.215,18.34,216.52
2017,155,53946.93,1.62,461.28,0,30.37,14.77,1679.61,22.57,TRUE,234.785,15.6,216.52
2017,156,54011.4,0,338.16,0,21.63,12.35,1434.32,16.99,TRUE,241.775,9.28,216.52
2017,157,54072.26,0,452.16,0,23.03,9.27,1168.65,16.15,TRUE,247.925,13.76,216.52
2017,158,54129.49,0,467.26,0,24.42,9.77,1208.37,17.095,TRUE,255.02,14.65,216.52
2017,159,54183.04,0,518.43,0,27.04,8.69,1123.49,17.865,TRUE,262.885,18.35,216.52
2017,160,54232.86,0.56,467.16,0,28.08,12.89,1486.5,20.485,TRUE,273.37,15.19,216.52
2017,161,54278.93,0,479.21,0,30.93,14.22,1620.52,22.575,TRUE,285.945,16.71,216.52
2017,162,54321.2,0,425.36,0,32.47,18.31,2103.08,25.39,TRUE,301.335,14.16,216.52
2017,163,54359.64,0,389.62,0,33.39,20.67,2436.36,27.03,TRUE,318.365,12.72,216.52
2017,164,54394.22,0,340.18,0,31.91,21.4,2546.98,26.655,TRUE,335.02,10.51,216.52
