YEAR,WEEK,DATE,SPECIES,ACCESSION,LEAF COLOR,LEAF FALL
2022,12,11/13/22,"Cornus florida
",20110608*01,100,10
2022,12,11/13/22,"Cornus florida
",20110608*01,100,0
2022,12,11/13/22,"Cornus florida
",20110608*01,99,30
2022,12,11/13/22,"Cornus florida
",20110608*01,0,100
2022,12,11/13/22,"Cornus florida
",20110608*01,100,100
2022,12,11/14/22,"Cornus florida
",20110608*01,100,10
2022,12,11/15/22,"Cornus florida
",20110608*01,100,77
2022,12,11/15/22,"Cornus florida
",20110608*01,0,70
2022,12,11/16/22,"Cornus florida
",20110608*01,85,50
2022,12,11/19/22,"Cornus florida
",20110608*01,100,30
2022,12,11/19/22,"Cornus florida
",20110608*01,100,70
2022,13,11/20/22,"Cornus florida
",20110608*01,100,65
2022,13,11/20/22,"Cornus florida
",20110608*01,100,10
2022,14,11/27/22,"Cornus florida
",20110608*01,100,15
2022,14,11/27/22,"Cornus florida
",20110608*01,100,40
2022,14,11/28/22,"Cornus florida
",20110608*01,100,75
2022,14,11/28/22,"Cornus florida
",20110608*01,100,50
2022,14,11/29/22,"Cornus florida
",20110608*01,85,100
2022,14,12/1/22,"Cornus florida
",20110608*01,100,90
2022,14,12/2/22,"Cornus florida
",20110608*01,100,70
2022,15,12/4/22,"Cornus florida
",20110608*01,100,100
2022,15,12/4/22,"Cornus florida
",20110608*01,100,40
2022,4,9/18/22,"Cornus florida
",20110608*01,0,0
2022,4,9/18/22,"Cornus florida
",20110608*01,6,0
2022,4,9/18/22,"Cornus florida
",20110608*01,5,0
2022,4,9/19/22,"Cornus florida
",20110608*01,7,9
2022,4,9/21/22,"Cornus florida
",20110608*01,17,0
2022,4,9/21/22,"Cornus florida
",20110608*01,1,0
2022,4,9/23/22,"Cornus florida
",20110608*01,30,15
2022,4,9/23/22,"Cornus florida
",20110608*01,5,10
2022,4,9/23/22,"Cornus florida
",20110608*01,5,0
2022,2,9/7/22,"Cornus florida
",20160323*01,0,0
2022,2,9/8/22,"Cornus florida
",20160323*01,38,3
2022,3,9/11/22,"Cornus florida
",20160323*01,0,0
2022,3,9/11/22,"Cornus florida
",20160323*01,20,5
2022,3,9/13/22,"Cornus florida
",20160323*01,0,0
2022,3,9/14/22,"Cornus florida
",20160323*01,10,3
2022,3,9/14/22,"Cornus florida
",20160323*01,0,0
2022,3,9/16/22,"Cornus florida
",20160323*01,10,3
2022,3,9/16/22,"Cornus florida
",20160323*01,5,1
2022,5,9/25/22,"Cornus florida
",20160323*01,35,0
2022,5,9/26/22,"Cornus florida
",20160323*01,80,0
2022,5,9/28/22,"Cornus florida
",20160323*01,50,5
2022,5,9/28/22,"Cornus florida
",20160323*01,5,0
2022,5,9/28/22,"Cornus florida
",20160323*01,0,5
2022,5,9/30/22,"Cornus florida
",20160323*01,45,10
2022,5,10/1/22,"Cornus florida
",20160323*01,40,30
2022,6,10/2/22,"Cornus florida
",20160323*01,34,0
2022,6,10/2/22,"Cornus florida
",20160323*01,100,0
2022,6,10/3/22,"Cornus florida
",20160323*01,63,5
2022,6,10/4/22,"Cornus florida
",20160323*01,50,0
2022,6,10/5/22,"Cornus florida
",20160323*01,55,3
2022,6,10/6/22,"Cornus florida
",20160323*01,50,10
2022,6,10/6/22,"Cornus florida
",20160323*01,50,38
2022,7,10/9/22,"Cornus florida
",20160323*01,50,3
2022,7,10/9/22,"Cornus florida
",20160323*01,100,0
2022,7,10/10/22,"Cornus florida
",20160323*01,74,5
2022,7,10/11/22,"Cornus florida
",20160323*01,90,0
2022,7,10/11/22,"Cornus florida
",20160323*01,75,5
2022,7,10/13/22,"Cornus florida
",20160323*01,50,30
2022,8,10/16/22,"Cornus florida
",20160323*01,100,3
2022,8,10/17/22,"Cornus florida
",20160323*01,82,5
2022,8,10/18/22,"Cornus florida
",20160323*01,95,0
2022,8,10/20/22,"Cornus florida
",20160323*01,55,20
2022,8,10/21/22,"Cornus florida
",20160323*01,55,46
2022,9,10/23/22,"Cornus florida
",20160323*01,100,3
2022,9,10/23/22,"Cornus florida
",20160323*01,95,5
2022,9,10/26/22,"Cornus florida
",20160323*01,100,83
2022,9,10/26/22,"Cornus florida
",20160323*01,100,85
2022,9,10/27/22,"Cornus florida
",20160323*01,100,85
2022,9,10/27/22,"Cornus florida
",20160323*01,95,75
2022,9,10/27/22,"Cornus florida
",20160323*01,100,80
2022,10,10/30/22,"Cornus florida
",20160323*01,100,80
2022,10,10/31/22,"Cornus florida
",20160323*01,65,10
2022,10,10/31/22,"Cornus florida
",20160323*01,100,87
2022,10,11/1/22,"Cornus florida
",20160323*01,100,95
2022,10,11/2/22,"Cornus florida
",20160323*01,100,96
2022,10,11/3/22,"Cornus florida
",20160323*01,100,80
2022,10,11/3/22,"Cornus florida
",20160323*01,100,99
2022,11,11/6/22,"Cornus florida
",20160323*01,100,85
2022,11,11/7/22,"Cornus florida
",20160323*01,100,97
2022,11,11/8/22,"Cornus florida
",20160323*01,100,3
2022,11,11/8/22,"Cornus florida
",20160323*01,100,100
2022,11,11/9/22,"Cornus florida
",20160323*01,100,99
2022,11,11/10/22,"Cornus florida
",20160323*01,100,99
2022,11,11/10/22,"Cornus florida
",20160323*01,100,99
2022,12,11/13/22,"Cornus florida
",20160323*01,100,95
2022,12,11/14/22,"Cornus florida
",20160323*01,100,50
2022,12,11/14/22,"Cornus florida
",20160323*01,100,99
2022,12,11/15/22,"Cornus florida
",20160323*01,100,100
2022,12,11/16/22,"Cornus florida
",20160323*01,100,99
2022,12,11/17/22,"Cornus florida
",20160323*01,100,100
2022,12,11/17/22,"Cornus florida
",20160323*01,100,99
2022,13,11/20/22,"Cornus florida
",20160323*01,100,100
2022,13,11/20/22,"Cornus florida
",20160323*01,100,100
2022,13,11/21/22,"Cornus florida
",20160323*01,100,100
2022,13,11/22/22,"Cornus florida
",20160323*01,100,100
2022,14,11/28/22,"Cornus florida
",20160323*01,100,100
2022,14,11/28/22,"Cornus florida
",20160323*01,100,70
2022,14,11/28/22,"Cornus florida
",20160323*01,100,99
2022,14,11/29/22,"Cornus florida
",20160323*01,100,100
2022,14,12/1/22,"Cornus florida
",20160323*01,100,100
2022,14,12/1/22,"Cornus florida
",20160323*01,100,100
2022,15,12/4/22,"Cornus florida
",20160323*01,100,100
2022,15,12/5/22,"Cornus florida
",20160323*01,100,75
2022,4,9/18/22,"Cornus florida
",20160323*01,3,0
2022,4,9/18/22,"Cornus florida
",20160323*01,0,0
2022,4,9/19/22,"Cornus florida
",20160323*01,35,3
2022,4,9/20/22,"Cornus florida
",20160323*01,1,0
2022,4,9/21/22,"Cornus florida
",20160323*01,0,5
2022,4,9/23/22,"Cornus florida
",20160323*01,46,15
2022,2,9/6/22,"Cornus florida
",CC0364*01,5,3
2022,2,9/9/22,"Cornus florida
",CC0364*01,15,5
2022,3,9/13/22,"Cornus florida
",CC0364*01,9,5
2022,3,9/13/22,"Cornus florida
",CC0364*01,5,5
2022,3,9/15/22,"Cornus florida
",CC0364*01,2,0
2022,3,9/15/22,"Cornus florida
",CC0364*01,30,8
2022,5,9/27/22,"Cornus florida
",CC0364*01,55,5
2022,5,9/30/22,"Cornus florida
",CC0364*01,90,20
2022,6,10/4/22,"Cornus florida
",CC0364*01,90,50
2022,6,10/4/22,"Cornus florida
",CC0364*01,90,6
2022,6,10/5/22,"Cornus florida
",CC0364*01,100,15
2022,6,10/8/22,"Cornus florida
",CC0364*01,100,30
2022,7,10/11/22,"Cornus florida
",CC0364*01,100,20
2022,7,10/12/22,"Cornus florida
",CC0364*01,100,35
2022,7,10/13/22,"Cornus florida
",CC0364*01,100,50
2022,7,10/15/22,"Cornus florida
",CC0364*01,100,40
2022,8,10/17/22,"Cornus florida
",CC0364*01,100,45
2022,8,10/18/22,"Cornus florida
",CC0364*01,100,50
2022,8,10/20/22,"Cornus florida
",CC0364*01,100,70
2022,8,10/20/22,"Cornus florida
",CC0364*01,100,50
2022,9,10/26/22,"Cornus florida
",CC0364*01,100,98
2022,9,10/26/22,"Cornus florida
",CC0364*01,100,95
2022,9,10/27/22,"Cornus florida
",CC0364*01,100,100
2022,9,10/29/22,"Cornus florida
",CC0364*01,100,98
2022,9,10/29/22,"Cornus florida
",CC0364*01,90,0
2022,10,11/1/22,"Cornus florida
",CC0364*01,100,100
2022,10,11/2/22,"Cornus florida
",CC0364*01,100,100
2022,10,11/3/22,"Cornus florida
",CC0364*01,100,100
2022,10,11/3/22,"Cornus florida
",CC0364*01,100,100
2022,11,11/8/22,"Cornus florida
",CC0364*01,100,100
2022,11,11/9/22,"Cornus florida
",CC0364*01,100,100
2022,11,11/10/22,"Cornus florida
",CC0364*01,100,100
2022,11,11/12/22,"Cornus florida
",CC0364*01,100,100
2022,12,11/15/22,"Cornus florida
",CC0364*01,100,100
2022,12,11/16/22,"Cornus florida
",CC0364*01,100,100
2022,13,11/20/22,"Cornus florida
",CC0364*01,100,100
2022,13,11/22/22,"Cornus florida
",CC0364*01,100,100
2022,13,11/22/22,"Cornus florida
",CC0364*01,100,100
2022,14,11/29/22,"Cornus florida
",CC0364*01,100,100
2022,14,12/3/22,"Cornus florida
",CC0364*01,100,100
2022,4,9/20/22,"Cornus florida
",CC0364*01,25,8
2022,4,9/21/22,"Cornus florida
",CC0364*01,15,12
2022,4,9/22/22,"Cornus florida
",CC0364*01,7,5
2022,4,9/22/22,"Cornus florida
",CC0364*01,15,3
2022,4,9/22/22,"Cornus florida
",CC0364*01,50,10
2022,2,9/6/22,"Cornus florida
",CC0549*01,0,0
2022,2,9/6/22,"Cornus florida
",CC0549*01,1,0
2022,2,9/7/22,"Cornus florida
",CC0549*01,0,0
2022,2,9/9/22,"Cornus florida
",CC0549*01,2,0
2022,3,9/13/22,"Cornus florida
",CC0549*01,5,0
2022,3,9/14/22,"Cornus florida
",CC0549*01,8,0
2022,3,9/14/22,"Cornus florida
",CC0549*01,5,5
2022,3,9/14/22,"Cornus florida
",CC0549*01,5,0
2022,3,9/15/22,"Cornus florida
",CC0549*01,15,2
2022,3,9/16/22,"Cornus florida
",CC0549*01,5,0
2022,5,9/27/22,"Cornus florida
",CC0549*01,20,10
2022,5,9/28/22,"Cornus florida
",CC0549*01,20,10
2022,5,9/28/22,"Cornus florida
",CC0549*01,35,5
2022,5,9/28/22,"Cornus florida
",CC0549*01,30,5
2022,5,9/29/22,"Cornus florida
",CC0549*01,25,10
2022,5,9/30/22,"Cornus florida
",CC0549*01,60,10
2022,6,10/4/22,"Cornus florida
",CC0549*01,30,20
2022,6,10/4/22,"Cornus florida
",CC0549*01,30,10
2022,6,10/5/22,"Cornus florida
",CC0549*01,37,15
2022,6,10/5/22,"Cornus florida
",CC0549*01,68,8
2022,6,10/5/22,"Cornus florida
",CC0549*01,50,5
2022,6,10/7/22,"Cornus florida
",CC0549*01,65,10
2022,6,10/7/22,"Cornus florida
",CC0549*01,70,40
2022,7,10/10/22,"Cornus florida
",CC0549*01,80,10
2022,7,10/11/22,"Cornus florida
",CC0549*01,80,5
2022,7,10/12/22,"Cornus florida
",CC0549*01,75,30
2022,7,10/12/22,"Cornus florida
",CC0549*01,65,25
2022,7,10/14/22,"Cornus florida
",CC0549*01,40,15
2022,8,10/18/22,"Cornus florida
",CC0549*01,90,10
2022,8,10/18/22,"Cornus florida
",CC0549*01,90,20
2022,8,10/19/22,"Cornus florida
",CC0549*01,85,40
2022,8,10/19/22,"Cornus florida
",CC0549*01,80,40
2022,8,10/19/22,"Cornus florida
",CC0549*01,50,20
2022,8,10/21/22,"Cornus florida
",CC0549*01,90,50
2022,8,10/21/22,"Cornus florida
",CC0549*01,100,87
2022,9,10/26/22,"Cornus florida
",CC0549*01,100,7
2022,9,10/26/22,"Cornus florida
",CC0549*01,100,20
2022,9,10/26/22,"Cornus florida
",CC0549*01,100,85
2022,9,10/26/22,"Cornus florida
",CC0549*01,80,30
2022,10,11/1/22,"Cornus florida
",CC0549*01,100,95
2022,10,11/2/22,"Cornus florida
",CC0549*01,100,97
2022,10,11/2/22,"Cornus florida
",CC0549*01,100,98
2022,10,11/2/22,"Cornus florida
",CC0549*01,100,99
2022,10,11/2/22,"Cornus florida
",CC0549*01,100,98
2022,10,11/4/22,"Cornus florida
",CC0549*01,1,99
2022,11,11/4/22,"Cornus florida
",CC0549*01,0,100
2022,11,11/7/22,"Cornus florida
",CC0549*01,100,100
2022,11,11/7/22,"Cornus florida
",CC0549*01,100,99
2022,11,11/8/22,"Cornus florida
",CC0549*01,100,100
2022,11,11/9/22,"Cornus florida
",CC0549*01,100,99
2022,11,11/9/22,"Cornus florida
",CC0549*01,100,100
2022,12,11/14/22,"Cornus florida
",CC0549*01,100,100
2022,12,11/15/22,"Cornus florida
",CC0549*01,100,100
2022,12,11/16/22,"Cornus florida
",CC0549*01,0,100
2022,12,11/16/22,"Cornus florida
",CC0549*01,100,100
2022,12,11/17/22,"Cornus florida
",CC0549*01,100,100
2022,12,11/18/22,"Cornus florida
",CC0549*01,0,0
2022,13,11/21/22,"Cornus florida
",CC0549*01,100,100
2022,13,11/21/22,"Cornus florida
",CC0549*01,100,100
2022,13,11/21/22,"Cornus florida
",CC0549*01,100,100
2022,13,11/22/22,"Cornus florida
",CC0549*01,100,100
2022,13,11/25/22,"Cornus florida
",CC0549*01,0,100
2022,14,11/12/22,"Cornus florida
",CC0549*01,0,100
2022,14,11/28/22,"Cornus florida
",CC0549*01,100,100
2022,14,11/29/22,"Cornus florida
",CC0549*01,100,100
2022,14,11/30/22,"Cornus florida
",CC0549*01,100,100
2022,4,9/20/22,"Cornus florida
",CC0549*01,5,0
2022,4,9/21/22,"Cornus florida
",CC0549*01,15,5
2022,4,9/21/22,"Cornus florida
",CC0549*01,15,2
2022,4,9/21/22,"Cornus florida
",CC0549*01,20,10
2022,4,9/21/22,"Cornus florida
",CC0549*01,10,0
2022,4,9/23/22,"Cornus florida
",CC0549*01,15,4
2022,2,9/8/22,"Cornus florida
",CC1402*01,1,2
2022,2,9/8/22,"Cornus florida
",CC1402*01,0,0
2022,3,9/14/22,"Cornus florida
",CC1402*01,0,0
2022,3,9/15/22,"Cornus florida
",CC1402*01,1,1
2022,3,9/16/22,"Cornus florida
",CC1402*01,0,0
2022,3,9/17/22,"Cornus florida
",CC1402*01,0,0
2022,5,9/29/22,"Cornus florida
",CC1402*01,4,3
2022,5,9/30/22,"Cornus florida
",CC1402*01,2,1
2022,5,10/1/22,"Cornus florida
",CC1402*01,1,0
2022,5,10/1/22,"Cornus florida
",CC1402*01,2,0
2022,6,10/6/22,"Cornus florida
",CC1402*01,4,3
2022,7,10/9/22,"Cornus florida
",CC1402*01,2,2
2022,7,10/13/22,"Cornus florida
",CC1402*01,6,4
2022,7,10/14/22,"Cornus florida
",CC1402*01,20,10
2022,7,10/15/22,"Cornus florida
",CC1402*01,5,0
2022,8,10/19/22,"Cornus florida
",CC1402*01,0,5
2022,8,10/20/22,"Cornus florida
",CC1402*01,7,4
2022,8,10/21/22,"Cornus florida
",CC1402*01,35,10
2022,8,10/22/22,"Cornus florida
",CC1402*01,30,0
2022,9,10/27/22,"Cornus florida
",CC1402*01,85,35
2022,9,10/28/22,"Cornus florida
",CC1402*01,85,15
2022,9,10/28/22,"Cornus florida
",CC1402*01,7,4
2022,9,10/28/22,"Cornus florida
",CC1402*01,85,35
2022,10,11/3/22,"Cornus florida
",CC1402*01,70,15
2022,10,11/4/22,"Cornus florida
",CC1402*01,75,60
2022,11,11/6/22,"Cornus florida
",CC1402*01,90,90
2022,11,11/7/22,"Cornus florida
",CC1402*01,94,85
2022,12,11/16/22,"Cornus florida
",CC1402*01,99,97
2022,12,11/18/22,"Cornus florida
",CC1402*01,90,95
2022,13,11/20/22,"Cornus florida
",CC1402*01,100,98
2022,14,11/28/22,"Cornus florida
",CC1402*01,100,99
2022,14,12/2/22,"Cornus florida
",CC1402*01,100,98
2022,14,12/3/22,"Cornus florida
",CC1402*01,100,100
2022,4,9/21/22,"Cornus florida
",CC1402*01,0,0
2022,4,9/22/22,"Cornus florida
",CC1402*01,2,2
2022,4,9/23/22,"Cornus florida
",CC1402*01,0,0
2022,4,9/23/22,"Cornus florida
",CC1402*01,1,0
2022,2,9/4/22,"Cornus florida
",CC1720*01,9,8
2022,2,9/7/22,"Cornus florida
",CC1720*01,12,30
2022,2,9/7/22,"Cornus florida
",CC1720*01,0,0
2022,2,9/7/22,"Cornus florida
",CC1720*01,6,8
2022,3,9/11/22,"Cornus florida
",CC1720*01,8,10
2022,3,9/13/22,"Cornus florida
",CC1720*01,0,10
2022,3,9/14/22,"Cornus florida
",CC1720*01,8,23
2022,3,9/15/22,"Cornus florida
",CC1720*01,8,10
2022,3,9/16/22,"Cornus florida
",CC1720*01,5,0
2022,3,9/16/22,"Cornus florida
",CC1720*01,10,5
2022,5,9/25/22,"Cornus florida
",CC1720*01,9,13
2022,5,9/27/22,"Cornus florida
",CC1720*01,0,0
2022,5,9/28/22,"Cornus florida
",CC1720*01,46,20
2022,5,9/28/22,"Cornus florida
",CC1720*01,5,12
2022,5,9/29/22,"Cornus florida
",CC1720*01,25,0
2022,5,9/29/22,"Cornus florida
",CC1720*01,38,25
2022,5,10/1/22,"Cornus florida
",CC1720*01,5,5
2022,6,10/2/22,"Cornus florida
",CC1720*01,8,40
2022,6,10/3/22,"Cornus florida
",CC1720*01,5,5
2022,6,10/4/22,"Cornus florida
",CC1720*01,0,0
2022,6,10/5/22,"Cornus florida
",CC1720*01,62,54
2022,6,10/5/22,"Cornus florida
",CC1720*01,30,20
2022,6,10/6/22,"Cornus florida
",CC1720*01,50,10
2022,6,10/6/22,"Cornus florida
",CC1720*01,83,15
2022,7,10/9/22,"Cornus florida
",CC1720*01,30,20
2022,7,10/12/22,"Cornus florida
",CC1720*01,40,5
2022,7,10/12/22,"Cornus florida
",CC1720*01,92,56
2022,7,10/12/22,"Cornus florida
",CC1720*01,76,28
2022,7,10/14/22,"Cornus florida
",CC1720*01,70,20
2022,8,10/16/22,"Cornus florida
",CC1720*01,40,25
2022,8,10/17/22,"Cornus florida
",CC1720*01,50,5
2022,8,10/17/22,"Cornus florida
",CC1720*01,78,50
2022,8,10/19/22,"Cornus florida
",CC1720*01,96,82
2022,8,10/22/22,"Cornus florida
",CC1720*01,90,15
2022,9,10/23/22,"Cornus florida
",CC1720*01,40,30
2022,9,10/26/22,"Cornus florida
",CC1720*01,99,84
2022,9,10/28/22,"Cornus florida
",CC1720*01,100,80
2022,9,10/29/22,"Cornus florida
",CC1720*01,100,95
2022,10,10/31/22,"Cornus florida
",CC1720*01,100,80
2022,10,11/1/22,"Cornus florida
",CC1720*01,100,95
2022,10,11/2/22,"Cornus florida
",CC1720*01,99,96
2022,10,11/3/22,"Cornus florida
",CC1720*01,100,100
2022,11,11/6/22,"Cornus florida
",CC1720*01,100,99
2022,11,11/6/22,"Cornus florida
",CC1720*01,100,97
2022,11,11/8/22,"Cornus florida
",CC1720*01,100,100
2022,11,11/9/22,"Cornus florida
",CC1720*01,100,99
2022,12,11/13/22,"Cornus florida
",CC1720*01,100,100
2022,12,11/13/22,"Cornus florida
",CC1720*01,0,100
2022,12,11/13/22,"Cornus florida
",CC1720*01,0,100
2022,12,11/14/22,"Cornus florida
",CC1720*01,100,100
2022,12,11/18/22,"Cornus florida
",CC1720*01,100,100
2022,12,11/18/22,"Cornus florida
",CC1720*01,0,100
2022,13,11/21/22,"Cornus florida
",CC1720*01,0,100
2022,13,11/21/22,"Cornus florida
",CC1720*01,100,100
2022,13,11/21/22,"Cornus florida
",CC1720*01,100,100
2022,14,11/28/22,"Cornus florida
",CC1720*01,0,100
2022,14,11/30/22,"Cornus florida
",CC1720*01,100,100
2022,14,11/30/22,"Cornus florida
",CC1720*01,100,100
2022,4,9/18/22,"Cornus florida
",CC1720*01,8,14
2022,4,9/19/22,"Cornus florida
",CC1720*01,5,2
2022,4,9/20/22,"Cornus florida
",CC1720*01,0,0
2022,4,9/21/22,"Cornus florida
",CC1720*01,24,30
2022,4,9/21/22,"Cornus florida
",CC1720*01,8,14
2022,4,9/23/22,"Cornus florida
",CC1720*01,30,20
2022,2,9/7/22,"Cornus florida
",CC1720*02,10,6
2022,2,9/9/22,"Cornus florida
",CC1720*02,0,0
2022,3,9/9/22,"Cornus florida
",CC1720*02,4,3
2022,3,9/11/22,"Cornus florida
",CC1720*02,3,0
2022,3,9/12/22,"Cornus florida
",CC1720*02,0,20
2022,3,9/15/22,"Cornus florida
",CC1720*02,2,0
2022,3,9/15/22,"Cornus florida
",CC1720*02,10,15
2022,3,9/15/22,"Cornus florida
",CC1720*02,7,9
2022,5,9/25/22,"Cornus florida
",CC1720*02,5,12
2022,5,9/28/22,"Cornus florida
",CC1720*02,6,30
2022,5,9/28/22,"Cornus florida
",CC1720*02,48,26
2022,5,9/29/22,"Cornus florida
",CC1720*02,50,10
2022,5,9/29/22,"Cornus florida
",CC1720*02,55,5
2022,5,9/29/22,"Cornus florida
",CC1720*02,55,5
2022,5,9/30/22,"Cornus florida
",CC1720*02,50,20
2022,6,10/5/22,"Cornus florida
",CC1720*02,75,5
2022,6,10/5/22,"Cornus florida
",CC1720*02,60,5
2022,6,10/6/22,"Cornus florida
",CC1720*02,60,40
2022,6,10/6/22,"Cornus florida
",CC1720*02,87,12
2022,6,10/8/22,"Cornus florida
",CC1720*02,33,67
2022,7,10/10/22,"Cornus florida
",CC1720*02,90,35
2022,7,10/12/22,"Cornus florida
",CC1720*02,100,10
2022,7,10/12/22,"Cornus florida
",CC1720*02,76,18
2022,7,10/14/22,"Cornus florida
",CC1720*02,70,40
2022,7,10/15/22,"Cornus florida
",CC1720*02,90,30
2022,7,10/15/22,"Cornus florida
",CC1720*02,35,22
2022,8,10/19/22,"Cornus florida
",CC1720*02,100,70
2022,8,10/19/22,"Cornus florida
",CC1720*02,70,40
2022,8,10/19/22,"Cornus florida
",CC1720*02,42,22
2022,8,10/20/22,"Cornus florida
",CC1720*02,95,20
2022,9,10/26/22,"Cornus florida
",CC1720*02,100,60
2022,9,10/26/22,"Cornus florida
",CC1720*02,100,40
2022,9,10/28/22,"Cornus florida
",CC1720*02,99,30
2022,10,11/1/22,"Cornus florida
",CC1720*02,20,80
2022,10,11/2/22,"Cornus florida
",CC1720*02,100,60
2022,10,11/3/22,"Cornus florida
",CC1720*02,100,30
2022,10,11/5/22,"Cornus florida
",CC1720*02,100,99
2022,10,11/5/22,"Cornus florida
",CC1720*02,100,58
2022,11,11/8/22,"Cornus florida
",CC1720*02,100,85
2022,11,11/9/22,"Cornus florida
",CC1720*02,100,78
2022,11,11/10/22,"Cornus florida
",CC1720*02,100,95
2022,11,11/10/22,"Cornus florida
",CC1720*02,100,80
2022,12,11/13/22,"Cornus florida
",CC1720*02,100,98
2022,12,11/14/22,"Cornus florida
",CC1720*02,68,56
2022,12,11/16/22,"Cornus florida
",CC1720*02,100,97
2022,12,11/18/22,"Cornus florida
",CC1720*02,100,99
2022,13,11/21/22,"Cornus florida
",CC1720*02,100,92
2022,13,11/22/22,"Cornus florida
",CC1720*02,100,100
2022,14,11/30/22,"Cornus florida
",CC1720*02,100,100
2022,15,12/4/22,"Cornus florida
",CC1720*02,100,96
2022,4,9/21/22,"Cornus florida
",CC1720*02,5,2
2022,4,9/21/22,"Cornus florida
",CC1720*02,50,45
2022,4,9/21/22,"Cornus florida
",CC1720*02,20,0
2022,4,9/21/22,"Cornus florida
",CC1720*02,12,13
2022,2,9/8/22,"Cornus florida
",CC1720*03,0,0
2022,3,9/12/22,"Cornus florida
",CC1720*03,10,20
2022,3,9/14/22,"Cornus florida
",CC1720*03,10,15
2022,3,9/15/22,"Cornus florida
",CC1720*03,2,0
2022,3,9/17/22,"Cornus florida
",CC1720*03,2,0
2022,5,9/8/22,"Cornus florida
",CC1720*03,10,10
2022,5,9/26/22,"Cornus florida
",CC1720*03,13,5
2022,5,9/26/22,"Cornus florida
",CC1720*03,10,5
2022,5,9/29/22,"Cornus florida
",CC1720*03,8,5
2022,6,10/3/22,"Cornus florida
",CC1720*03,20,10
2022,6,10/4/22,"Cornus florida
",CC1720*03,20,5
2022,6,10/6/22,"Cornus florida
",CC1720*03,20,5
2022,6,10/7/22,"Cornus florida
",CC1720*03,20,10
2022,7,10/9/22,"Cornus florida
",CC1720*03,40,10
2022,7,10/11/22,"Cornus florida
",CC1720*03,29,0
2022,7,10/13/22,"Cornus florida
",CC1720*03,10,10
2022,7,10/13/22,"Cornus florida
",CC1720*03,20,10
2022,7,10/14/22,"Cornus florida
",CC1720*03,38,20
2022,8,10/17/22,"Cornus florida
",CC1720*03,40,85
2022,8,10/20/22,"Cornus florida
",CC1720*03,40,20
2022,8,10/20/22,"Cornus florida
",CC1720*03,66,20
2022,9,10/26/22,"Cornus florida
",CC1720*03,90,5
2022,9,10/27/22,"Cornus florida
",CC1720*03,9,8
2022,9,10/28/22,"Cornus florida
",CC1720*03,86,21
2022,10,10/31/22,"Cornus florida
",CC1720*03,9,50
2022,10,11/2/22,"Cornus florida
",CC1720*03,100,41
2022,10,11/3/22,"Cornus florida
",CC1720*03,80,12
2022,10,11/3/22,"Cornus florida
",CC1720*03,90,20
2022,11,11/7/22,"Cornus florida
",CC1720*03,95,90
2022,11,11/8/22,"Cornus florida
",CC1720*03,100,84
2022,12,11/15/22,"Cornus florida
",CC1720*03,90,70
2022,12,11/19/22,"Cornus florida
",CC1720*03,99,95
2022,13,11/21/22,"Cornus florida
",CC1720*03,100,100
2022,13,11/21/22,"Cornus florida
",CC1720*03,90,90
2022,14,11/30/22,"Cornus florida
",CC1720*03,98,95
2022,4,9/19/22,"Cornus florida
",CC1720*03,3,0
2022,4,9/19/22,"Cornus florida
",CC1720*03,5,5
2022,4,9/20/22,"Cornus florida
",CC1720*03,5,10
2022,4,9/22/22,"Cornus florida
",CC1720*03,15,10
2022,2,9/8/22,"Cornus florida
",CC1741*01,0,0
2022,3,9/11/22,"Cornus florida
",CC1741*01,5,2
2022,3,9/12/22,"Cornus florida
",CC1741*01,0,0
2022,3,9/12/22,"Cornus florida
",CC1741*01,0,0
2022,3,9/14/22,"Cornus florida
",CC1741*01,0,0
2022,3,9/16/22,"Cornus florida
",CC1741*01,6,3
2022,5,9/26/22,"Cornus florida
",CC1741*01,5,0
2022,5,9/29/22,"Cornus florida
",CC1741*01,8,5
2022,6,10/3/22,"Cornus florida
",CC1741*01,8,0
2022,6,10/4/22,"Cornus florida
",CC1741*01,15,0
2022,6,10/5/22,"Cornus florida
",CC1741*01,15,10
2022,7,10/10/22,"Cornus florida
",CC1741*01,15,0
2022,7,10/12/22,"Cornus florida
",CC1741*01,51,15
2022,8,10/17/22,"Cornus florida
",CC1741*01,30,5
2022,8,10/20/22,"Cornus florida
",CC1741*01,80,40
2022,9,10/27/22,"Cornus florida
",CC1741*01,100,90
2022,9,10/27/22,"Cornus florida
",CC1741*01,100,20
2022,10,10/31/22,"Cornus florida
",CC1741*01,100,97
2022,10,11/3/22,"Cornus florida
",CC1741*01,100,99
2022,10,11/3/22,"Cornus florida
",CC1741*01,95,90
2022,11,11/7/22,"Cornus florida
",CC1741*01,0,100
2022,11,11/10/22,"Cornus florida
",CC1741*01,100,96
2022,12,11/14/22,"Cornus florida
",CC1741*01,0,100
2022,13,11/22/22,"Cornus florida
",CC1741*01,100,100
2022,14,12/2/22,"Cornus florida
",CC1741*01,100,100
2022,4,9/19/22,"Cornus florida
",CC1741*01,0,0
2022,4,9/21/22,"Cornus florida
",CC1741*01,6,3
2022,4,9/22/22,"Cornus florida
",CC1741*01,0,0
2022,2,9/5/22,"Cornus florida
",CC1849*01,3,0
2022,2,9/8/22,"Cornus florida
",CC1849*01,5,0
2022,3,9/11/22,"Cornus florida
",CC1849*01,4,0
